,bathrooms,bedrooms,city,country,currency,daysOnZillow,group_type,homeStatus,homeStatusForHDP,homeType,imgSrc,isFeatured,isNonOwnerOccupied,isPreforeclosureAuction,isPremierBuilder,isShowcaseListing,isUnmappable,isZillowOwned,latitude,livingArea,longitude,newConstructionType,price,priceForHDP,priceSuffix,providerListingID,rentZestimate,shouldHighlight,state,streetAddress,unit,zipcode,zpid,listing_sub_type.is_newHome,lotAreaUnit,lotAreaValue,zestimate,taxAssessedValue,listing_sub_type.is_FSBA,openHouse,listing_sub_type.is_openHouse,open_house_info.open_house_showing,datePriceChanged,priceChange,priceReduction
12,4.0,4.0,Orem,USA,USD,-1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/781ae6f0f96996e64030f3517a89b952-p_e.jpg,False,True,False,False,False,False,False,40.280453,2552.0,-111.74382,,519900.0,519900.0,,,2254.0,False,UT,891 S 2040 W,,84059,125729627,,sqft,1306.8,522400.0,309100.0,True,Sat. 12-2pm,True,"[{'open_house_end': 1699740000000, 'open_house_start': 1699732800000}]",,,
13,4.0,6.0,Eagle Mountain,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/943ba74b13d80984fa8f46a7dd3e1230-p_e.jpg,False,True,False,False,False,False,False,40.306576,4660.0,-112.01955,,925000.0,925000.0,,,2194.0,False,UT,4074 N Russell Rd,,84005,82720859,,acres,1.24,985900.0,507300.0,True,,,,,,
14,5.0,7.0,Lehi,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/31c1810a00059d845c1504cc80122dba-p_e.jpg,False,True,False,False,False,False,False,40.450108,4800.0,-111.89261,,999999.0,999999.0,,,3510.0,False,UT,2696 W Red Robin Ct,,84043,79768640,,acres,0.26,998300.0,575900.0,True,,,,,,
15,3.0,5.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3ed7351f59f9eac4f3b2b17755bab42d-p_e.jpg,False,True,False,False,False,False,False,40.302155,4161.0,-111.89709,BUILDER_SPEC,739900.0,739900.0,,,,False,UT,399 W Red Wolf Dr S #5406,# 5406,84045,2054458006,True,acres,0.29,,,,,,,,,
16,3.0,5.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/367e76250baebb85de88108a601697b1-p_e.jpg,False,True,False,False,False,False,False,,4412.0,,BUILDER_SPEC,819900.0,819900.0,,,,False,UT,2518 N Fernleaf Dr W #730,# 730,84045,2054458113,True,sqft,10018.8,,,,,,,,,
17,3.0,3.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/946453267f08ab15fcfc65d755e10732-p_e.jpg,False,True,False,False,False,False,False,,2253.0,,BUILDER_SPEC,519900.0,519900.0,,,,False,UT,1984 N Golden Ruby Dr W #1321,# 1321,84045,2054458114,True,sqft,3049.2,,,,,,,,,
18,3.0,4.0,Eagle Mountain,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/81a7308392ee3041689aca110d3afd7f-p_e.jpg,False,True,False,False,False,False,False,40.297573,2485.0,-112.01968,,550000.0,550000.0,,,,False,UT,1267 E Reichert St #272,# 272,84005,2054458115,,sqft,4791.6,,,True,,,,,,
19,,,Salem,USA,USD,0,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/7d5092a0220c5ebc6ec9d3674c5a5804-p_e.jpg,False,True,False,False,False,False,False,,,,,359000.0,359000.0,,,1721.0,False,UT,1016 S Summit Dr,,84653,2054941673,,acres,0.89,,,True,,,,,,
20,,,Salem,USA,USD,0,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/e77122283e90af7352924d1e4e5a9dc6-p_e.jpg,False,True,False,False,False,False,False,40.004124,,-111.660324,,339000.0,339000.0,,,1705.0,False,UT,1020 S Bear Hollow Dr,,84653,2054940403,,acres,0.72,,,True,,,,,,
21,3.0,6.0,Genola,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a1b415c0298df061523aea97521d7da7-p_e.jpg,False,True,False,False,False,False,False,40.00372,2816.0,-111.84122,,830000.0,830000.0,,,2850.0,False,UT,90 E 400 N,,84655,68908851,,acres,3.8,852300.0,398700.0,True,Sat. 3-6pm,True,"[{'open_house_end': 1699754400000, 'open_house_start': 1699743600000}]",,,
22,4.0,4.0,Eagle Mountain,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/fe271d1a470bff9ee8de2824b942e637-p_e.jpg,False,True,False,False,False,False,False,40.348522,2509.0,-111.96683,,480000.0,480000.0,,,2375.0,False,UT,7069 N Kiowa Pkwy,,84005,68837069,,sqft,6534.0,518700.0,312500.0,True,Sat. 12-2pm,True,"[{'open_house_end': 1699740000000, 'open_house_start': 1699732800000}]",,,
23,3.0,3.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/622934e27706499c7134960c89d90138-p_e.jpg,False,True,False,False,False,False,False,,3012.0,,BUILDER_SPEC,529900.0,529900.0,,,,False,UT,79 E Portico Ln #876,# 876,84045,2054458620,True,sqft,5227.2,,,,,,,,,
24,3.0,3.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/76d5ac820fa40cd494240f506d219335-p_e.jpg,False,True,False,False,False,False,False,,3360.0,,BUILDER_SPEC,620900.0,620900.0,,,,False,UT,593 N Bennedict Dr #203,# 203,84045,2054459418,True,sqft,5227.2,,,,,,,,,
25,3.0,4.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d75afaa7d11b7119ba528c58c05aae81-p_e.jpg,False,True,False,False,False,False,False,,3448.0,,BUILDER_SPEC,568900.0,568900.0,,,,False,UT,57 E Portico St N #873,# 873,84045,2054459982,True,sqft,6969.6,,,,,,,,,
26,3.0,3.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3e850b4be22e32ffcbda44a295120999-p_e.jpg,False,True,False,False,False,False,False,40.36621,2945.0,-111.8911,BUILDER_SPEC,517615.0,517615.0,,,2594.0,False,UT,578 N Scuttlebutt Ln #196,# 196,84045,2054541819,True,sqft,3484.8,,,,,,,,,
27,1.0,3.0,Santaquin,USA,USD,-1,,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/a0b4906e5f7b5ba44d9644acfbff9b38-p_e.jpg,False,True,False,False,False,False,False,39.980526,972.0,-111.76516,,325000.0,325000.0,,,1650.0,False,UT,304 Peach St,,84655,2067165357,,sqft,4791.6,,,True,,,,,,
28,3.0,4.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/a7e7d9d0c50a74c0439ca65dce0d1e20-p_e.jpg,False,True,False,False,False,False,False,,2416.0,,BUILDER_SPEC,504900.0,504900.0,,,,False,UT,101 E Portico Ln N #879,# 879,84045,2054460360,True,sqft,5227.2,,,,,,,,,
29,2.0,3.0,Eagle Mountain,USA,USD,0,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/b29d208636101d46fe842dd971ee3a17-p_e.jpg,False,True,False,False,False,False,False,40.372196,2467.0,-111.96964,,410000.0,410000.0,,,1594.0,False,UT,3871 E Cunninghill Dr N #6A,# 6A,84005,2072347988,,sqft,1742.4,,,True,,,,,,
30,3.0,3.0,American Fork,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/c4f979884b9d0fe35c3a2aec6d53f521-p_e.jpg,False,True,False,False,False,False,False,40.368904,1547.0,-111.78058,,500000.0,500000.0,,,2149.0,False,UT,345 S 680 W #51,# 51,84003,2067888427,,sqft,6098.4,451100.0,,True,Sat. 11am-2pm,True,"[{'open_house_end': 1699740000000, 'open_house_start': 1699729200000}]",1699430400000.0,45010.0,
31,2.0,5.0,Alpine,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/88ffe6769e8afbc5a16b8e943d350cbc-p_e.jpg,False,True,False,False,False,False,False,40.45328,2076.0,-111.781624,,640000.0,640000.0,,,2375.0,False,UT,191 W Center St,,84004,11922412,,sqft,10454.4,549200.0,324400.0,True,,,,,,
32,3.0,4.0,Saratoga Springs,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0dc0b3b0cb2eddc9036f7d88a85a7963-p_e.jpg,False,True,False,False,False,False,False,,2471.0,,BUILDER_SPEC,499900.0,499900.0,,,,False,UT,93 E Portico Ln N #878,# 878,84045,2054461321,True,sqft,5227.2,,,,,,,,,
33,2.0,2.0,Orem,USA,USD,-1,,FOR_SALE,FOR_SALE,CONDO,https://photos.zillowstatic.com/fp/635f0cbcf772a565a9d7cb345c8c55b1-p_e.jpg,False,True,False,False,False,False,False,40.298103,992.0,-111.70096,,299000.0,299000.0,,,1400.0,False,UT,56 N Garden Park Dr UNIT 5,Unit 5,84057,11916697,,sqft,871.2,307300.0,172800.0,True,,,,,,
34,3.0,5.0,Eagle Mountain,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/7ed5ea7a3471dee7520023da23ad3015-p_e.jpg,False,True,False,False,False,False,False,40.302235,3208.0,-112.001236,,715000.0,715000.0,,,,False,UT,3785 N Chapman Dr,,84005,2054462423,,sqft,8276.4,,,True,,,,,,
35,4.0,6.0,Salem,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/508a98a3040d3a71d20bea08affa9d30-p_e.jpg,False,True,False,False,False,False,False,40.057648,3820.0,-111.65684,,699000.0,699000.0,,,2955.0,False,UT,832 E 220 N,,84653,122539156,,sqft,10454.4,,417500.0,True,,,,,,
36,3.0,4.0,Payson,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/020baae63a58a910a744d4848fc20b65-p_e.jpg,False,True,False,False,False,False,False,40.02011,3661.0,-111.681175,BUILDER_SPEC,699900.0,699900.0,,,,False,UT,83 E Goosenest Dr #82,# 82,84651,2054463264,True,acres,0.43,,,,,,,,,
37,6.0,4.0,Woodland Hills,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d7d45de5fe0fcbe61707b35501eac779-p_e.jpg,False,True,False,False,False,False,False,40.01257,4573.0,-111.66526,,2495000.0,2495000.0,,,5605.0,False,UT,695 S Nebo Cir,,84653,241992711,,acres,0.5900000000000001,2466900.0,185800.0,True,,,,1691478000000.0,-580000.0,
38,6.0,4.0,Woodland Hills,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0f6943f2c5b5548f26f98010a9812633-p_e.jpg,False,True,False,True,False,False,False,40.008175,5541.0,-111.66129,BUILDER_SPEC,3390000.0,3390000.0,,29675351,3125.0,False,UT,897 S Summit Creek Dr,,84653,241992382,True,acres,0.64,3340900.0,258700.0,,,,,1697007600000.0,-405000.0,"$405,000 (Oct 11)"
39,3.0,6.0,Springville,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e836d9f566a7d95229c2e60671337eca-p_e.jpg,False,True,False,False,False,False,False,40.155113,3385.0,-111.57811,,659500.0,659500.0,,,1599.0,False,UT,1823 E 850 S,,84663,2069456905,,acres,0.3,,,True,,,,,,
40,1.0,2.0,Provo,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/f9963195ac4022ada45dbf0bba10be5f-p_e.jpg,False,True,False,False,False,False,False,40.228912,788.0,-111.648544,,329900.0,329900.0,,,1300.0,False,UT,358 S 600 E,,84606,11889070,,sqft,2613.6,339400.0,179000.0,True,Sat. 11am-2pm,True,"[{'open_house_end': 1699740000000, 'open_house_start': 1699729200000}]",,,
0,5.0,5.0,Elk Ridge,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/56e90f02beb04f93b79bbf0171dcc04f-p_e.jpg,False,True,False,False,False,False,False,40.019325,3236.0,-111.68319,,789000.0,789000.0,,,2999.0,False,UT,68 W Olympic Ln,,84651,72672329,,acres,0.37,793300.0,433100.0,True,Sat. 1-3pm,True,"[{'open_house_end': 1699743600000, 'open_house_start': 1699736400000}]",,,
1,6.0,5.0,Highland,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/e42ee5106cd9a7419b19ab56874d9777-p_e.jpg,False,True,False,False,False,False,False,40.415882,5894.0,-111.795364,,2390000.0,2390000.0,,,6542.0,False,UT,10132 N 5750 W,,84003,68833444,,acres,1.0,2381000.0,924800.0,True,,,,,,
2,5.0,7.0,Lindon,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ab2ea97f9d26cdf7be6becfef0f7e963-p_e.jpg,False,True,False,False,False,False,False,40.338898,5500.0,-111.700516,,1150000.0,1150000.0,,,4307.0,False,UT,638 E 75 N,,84042,63226466,,acres,0.47000000000000003,1147300.0,759900.0,True,Fri. 5:30-7:30pm,True,"[{'open_house_end': 1699673400000, 'open_house_start': 1699666200000}, {'open_house_end': 1699740000000, 'open_house_start': 1699729200000}]",1699430400000.0,155000.0,
3,4.0,4.0,Lehi,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/d8266f9e2bde1c22bb725ef42c0a38be-p_e.jpg,False,True,False,False,False,False,False,40.454266,6215.0,-111.878654,BUILDER_SPEC,1344995.0,1344995.0,,,1350.0,False,UT,5864 N Canyon Rim Rd #161,# 161,84043,2062668227,True,acres,0.33999999999999997,,,,,,,,,
4,3.0,6.0,American Fork,USA,USD,-1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/12ee4147603922b62636700fec35c2ba-p_e.jpg,False,True,False,False,False,False,False,40.380234,2957.0,-111.802574,,599000.0,599000.0,,,2902.0,False,UT,153 N 150 W,,84003,122537398,,sqft,5662.8,,324300.0,True,Sat. 10am-2pm,True,"[{'open_house_end': 1699740000000, 'open_house_start': 1699725600000}]",,,
5,3.0,4.0,Eagle Mountain,USA,USD,0,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/15e03191744f7cbe0ba7ed985c8c6d1f-p_e.jpg,False,True,False,False,False,False,False,40.32312,4175.0,-112.02187,,679000.0,679000.0,,,,False,UT,1153 E Blazing Sun Dr #212,# 212,84005,2054467731,,sqft,10018.8,,,True,,,,,,
6,0.0,,Pleasant Grove,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/defb62be39cb0c4c876ae1c8a59d99dc-p_e.jpg,False,True,False,True,False,False,False,40.375412,,-111.762344,BUILDER_PLAN,0.0,0.0,+,30216891,,False,UT,"Homes Available Soon, Grove Acres",# CSCKW4,84062,2054478067,True,,,,,,Sat. 8-8:30am,True,"[{'open_house_end': 1699720200000, 'open_house_start': 1699718400000}, {'open_house_end': 1700152200000, 'open_house_start': 1700150400000}]",,,
7,2.0,3.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/bfb1d252d62d9e54d224eb0acf97a98b-p_e.jpg,False,True,False,True,False,False,False,40.381203,2064.0,-111.76126,BUILDER_PLAN,795990.0,795990.0,+,30068705,2650.0,False,UT,"Beringwood Plan, Prestbury Cove",# O74JJV,84003,2054793751,True,,,,,,,,,,,
8,4.0,4.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/612887af21639bcb0286e2aa62b87884-p_e.jpg,False,True,False,True,False,False,False,40.381203,2758.0,-111.76126,BUILDER_PLAN,882990.0,882990.0,+,30068705,2650.0,False,UT,"Caulfield Plan, Prestbury Cove",# HZKZZE,84003,2054793758,True,,,,,,,,,,,
9,4.0,4.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/732b00ad6c0bdb511571b59e14fa2119-p_e.jpg,False,True,False,True,False,False,False,40.381203,2724.0,-111.76126,BUILDER_PLAN,859990.0,859990.0,+,30068705,2650.0,False,UT,"Hawthorne Plan, Prestbury Cove",# 4FLO3,84003,2054793759,True,,,,,,,,,,,
10,4.0,4.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/83d78481fa9e94f30b0bb477661bc5e3-p_e.jpg,False,True,False,True,False,False,False,40.381203,3469.0,-111.76126,BUILDER_PLAN,939990.0,939990.0,+,30068705,2650.0,False,UT,"Richards Plan, Prestbury Cove",# GK9EO6,84003,2054793760,True,,,,,,,,,,,
11,3.0,4.0,American Fork,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/3a1ab084be145f23e1b023bf11a4d689-p_e.jpg,False,True,False,True,False,False,False,40.381203,3194.0,-111.76126,BUILDER_PLAN,900990.0,900990.0,+,30068705,2650.0,False,UT,"Mclauren Plan, Prestbury Cove",# FH9KEM,84003,2054793761,True,,,,,,Sat. 8-8:30am,True,"[{'open_house_end': 1699720200000, 'open_house_start': 1699718400000}, {'open_house_end': 1700152200000, 'open_house_start': 1700150400000}]",,,
12,3.0,3.0,Eagle Mountain,USA,USD,-1,BUILDER_COMMUNITY,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/0cceb9bb6b8192299fdf9b92ba93b20d-p_e.jpg,False,True,False,True,False,False,False,40.2962,1680.0,-112.0136,BUILDER_PLAN,465900.0,465900.0,+,30077846,,False,UT,"Wasatch Plan, Parkway Fields : Villages",# FTXKAB,84005,2054474655,True,,,,,,Sat. 8-8:30am,True,"[{'open_house_end': 1699720200000, 'open_house_start': 1699718400000}, {'open_house_end': 1700152200000, 'open_house_start': 1700150400000}]",,,
13,4.0,4.0,Lehi,USA,USD,-1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/8056ad6e2ee6711e6ba71b4156cdfc82-p_e.jpg,False,True,False,False,False,False,False,40.40706,2266.0,-111.916824,,499900.0,499900.0,,,1749.0,False,UT,1606 N 4230 W UNIT 740,Unit 740,84043,2071486879,,sqft,1306.8,,,True,Sat. 11am-12pm,True,"[{'open_house_end': 1699732800000, 'open_house_start': 1699729200000}]",,,
14,,,Salem,USA,USD,-1,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/439ab7f24a9851869f1330c454f73ebb-p_e.jpg,False,True,False,False,False,False,False,40.00302,,-111.663025,,569000.0,569000.0,,,1700.0,False,UT,1370 S Eagle Nest Dr,,84653,2065209069,,acres,1.11,,,True,,,,1699344000000.0,-3331000.0,"$3,331,000 (Nov 7)"
15,5.0,6.0,Lindon,USA,USD,1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/ee923eed9ac942ecb327e75e1a9986d2-p_e.jpg,False,True,False,False,False,False,False,40.335754,3584.0,-111.69321,,649000.0,649000.0,,,2100.0,False,UT,97 S 900 E,,84042,11932193,,acres,0.29,648900.0,447200.0,True,,,,,,
16,9.0,8.0,Alpine,USA,USD,1,,FOR_SALE,FOR_SALE,SINGLE_FAMILY,https://photos.zillowstatic.com/fp/66f6295350b8c12a34efe8fd418e40f1-p_e.jpg,False,True,False,False,False,False,False,40.457253,11486.0,-111.79545,,3399000.0,3399000.0,,,10287.0,False,UT,322 N Pfeifferhorn Dr,,84004,79767934,,acres,0.8699999999999999,3336400.0,1626700.0,True,,,,,,
17,4.0,4.0,Lehi,USA,USD,1,,FOR_SALE,FOR_SALE,TOWNHOUSE,https://photos.zillowstatic.com/fp/db618781e7b74d6b59325b5cbfa86081-p_e.jpg,False,True,False,False,False,False,False,40.42318,2019.0,-111.86924,,405000.0,405000.0,,,1749.0,False,UT,1233 W Bridalwood Loop N,,84043,2072633217,,sqft,1742.4,,,True,,,,,,
18,2.0,4.0,Provo,USA,USD,1,,FOR_SALE,FOR_SALE,MULTI_FAMILY,https://photos.zillowstatic.com/fp/99e1b1050bafb0ae981b29a40ce524a3-p_e.jpg,False,True,False,False,False,False,False,40.237144,1493.0,-111.64288,,570000.0,570000.0,,,1966.0,False,UT,290 N 900 E,,84606,295331779,,sqft,7405.2,572500.0,306400.0,True,,,,,,
19,,,Lehi,USA,USD,1,,FOR_SALE,FOR_SALE,LOT,https://photos.zillowstatic.com/fp/a9db6fb187667c94c5d7989a1b0015d6-p_e.jpg,False,True,False,False,False,False,False,40.400356,,-111.882545,,242250.0,242250.0,,,1584.0,False,UT,1089 N 2020 W,,84043,190543270,,acres,0.51,,193900.0,True,,,,,,
